timestamp,flareLon,solexs,hel1os,flux10,flux100
1780866781,-9,9.387,7.048,0.1243,0.049723
1780867021,-52,9.03,1.0,0.01,0.001109
1780867141,66,8.52,1.0,0.0126,0.001582
1780867201,74,8.322,1.0,0.011,0.001215
1780867861,37,6.983,2.671,0.0119,0.002648
1780867981,-47,7.038,5.751,0.068,0.028919
1780868041,-12,7.107,4.998,0.064,0.019383
1780868161,14,7.203,5.654,0.1827,0.091518
1780868281,-34,7.282,5.161,0.04,0.0153
1780868341,29,7.273,1.0,0.01,0.001486
1780868401,2,7.302,1.0,0.01,0.001
1780868641,26,7.343,2.116,0.0105,0.001936
1780868701,40,7.363,4.907,0.1186,0.044808
1780868821,-37,7.445,7.515,0.2346,0.106878
1780869121,53,8.608,35.018,630513999.5401,320347583.780505
1780870081,32,15.2,41.618,241775.5196,105787.417931
1780870321,23,16.558,7.388,0.0754,0.020549
1780870741,-15,16.603,1.47,0.0126,0.001459
1780870921,53,15.945,1.186,0.01,0.001
1780871101,-21,14.917,1.203,0.0131,0.001324
1780871161,12,14.538,1.296,0.011,0.001
1780871401,21,12.88,1.0,0.0108,0.001
1780871821,60,9.008,1.0,0.01,0.001227
1780872361,79,6.747,1.0,0.01,0.001405
1780872481,-12,6.68,1.0,0.01,0.001161
1780872661,29,6.985,17.256,13676.1978,4655.927519
1780872841,10,7.692,32.859,1139881739.0413,554330787.94923
1780873021,-8,9.108,52.998,45707414043649.11,25339734166842.76
1780873441,13,12.533,27.439,3659.9449,1853.569784
1780873921,-37,13.91,1.0,0.01,0.001
1780874281,-14,14.32,12.801,0.4933,0.204008
1780874341,-12,14.407,22.403,58.5515,27.855153
1780874641,1,15.61,26.773,248.6896,94.008911
1780874941,-58,15.862,1.04,0.01,0.001
1780875121,-37,14.98,1.234,0.01,0.001
1780875781,-5,10.88,1.0,0.01,0.001
1780875961,-10,10.38,1.0,0.01,0.001
1780876141,65,10.087,2.007,0.0116,0.001521
1780876261,-57,10.038,1.0,0.0115,0.001
1780876321,0,10.064,1.04,0.0102,0.001195
1780876501,-54,10.135,3.147,0.01,0.001854
1780876681,-34,10.425,18.114,64.5758,29.628631
1780877461,-19,9.655,1.0,0.01,0.001
1780877761,-3,8.847,1.0,0.0114,0.001149
1780877881,-30,8.537,1.0,0.01,0.001188
1780878661,57,9.383,1.0,0.01,0.001
1780878841,-49,8.473,1.0,0.01,0.001099
1780879201,-18,7.668,7.442,0.4993,0.269446
1780879381,-38,8.092,13.871,44.2591,22.385864
1780879861,75,8.035,1.0,0.01,0.00113
1780880761,15,10.148,1.0,0.0113,0.001
1780881001,-57,9.307,1.0,0.01,0.001145
1780881481,-16,9.375,12.222,3.4677,1.304962
1780881661,79,9.893,24.099,16648.6605,8787.982759
1780881841,10,10.597,16.217,28.0633,11.844118
1780882021,-48,11.34,18.363,29.0885,17.26447
1780882141,-25,11.837,21.462,158.0858,56.994779
1780882501,23,12.477,1.067,0.0105,0.001024
1780882561,40,12.423,1.0,0.0101,0.001
1780882681,49,12.087,1.0,0.01,0.001093
1780882981,61,12.005,24.82,2568.7995,1197.344389
1780883341,-11,13.327,24.142,218.6007,107.628676
1780884241,-44,14.923,1.079,0.01,0.001
1780884301,18,14.935,1.503,0.01,0.001116
1780884541,6,16.645,52.393,3083015.7813,1282851.712466
1780885201,46,70.2,713.427,5.120406933751759e+27,1.9656775134865652e+27
1780885681,19,81.192,7.055,0.0623,0.005401
1780885801,-36,78.888,8.908,0.0185,0.001566
1780886161,-30,105.578,1080.523,5.475359111874417e+27,2.006427403262987e+27
1780886401,25,182.85,2788.778,6.739046010858842e+42,3.218127795083755e+42
1780886461,58,204.572,2383.54,3.445422595050117e+32,1.5393720638728044e+32
1780886521,4,224.045,2249.747,9.415268609373497e+27,3.8760037000903354e+27
1780887061,39,191.407,16.819,0.1887,0.018349
1780887241,24,139.008,10.254,0.1246,0.007565
1780887361,17,112.968,9.354,0.0711,0.008233
1780888021,-45,61.545,47.987,1.1248,0.387513
1780888321,63,61.688,5.024,0.0296,0.003078
1780888381,-7,60.978,3.682,0.0155,0.001403
1780888861,-26,39.992,3.51,0.01,0.001
1780888981,26,34.607,2.698,0.0172,0.001291
1780889161,-33,28.91,2.58,0.01,0.001
1780889581,10,21.263,2.079,0.01,0.001
1780889821,9,18.303,1.828,0.01,0.001056
1780889941,44,17.795,1.669,0.0132,0.001401
1780890241,-31,17.887,36.579,1486.6186,893.557608
1780890481,-25,17.698,1.578,0.01,0.001
1780891021,68,14.042,1.0,0.01,0.001
1780891441,-57,12.877,1.1,0.01,0.001103
1780892281,-3,24.938,2.043,0.0109,0.001
1780892461,-13,22.518,1.649,0.0105,0.001
1780892641,25,19.447,1.811,0.01,0.001178
1780892821,-23,16.675,1.366,0.01,0.001
1780893121,40,14.797,1.184,0.01,0.001
1780893301,29,14.603,8.594,0.1203,0.042517
1780893421,27,14.6,6.59,0.043,0.011575
1780894201,38,11.005,5.416,0.0692,0.013392
1780894381,-20,11.578,21.446,137.6377,73.931561
1780894441,-36,12.062,28.379,4275.0445,1417.635976
1780894621,-35,14.54,91.176,1004878394893125.9,454192205350535.3
1780894681,-40,18.647,219.202,9.321369253664814e+30,2.4918206962097327e+30
1780894741,-39,28.07,689.151,4.841803605009112e+67,1.9777364655121244e+67
1780895161,-15,105.9,59.492,1.2792,0.46737
1780895461,-9,63.993,4.563,0.0233,0.001705
1780895521,-47,49.458,3.949,0.0112,0.001069
1780896961,42,11.673,11.052,1.0738,0.546844
1780897381,64,11.503,1.083,0.0103,0.001
1780897441,78,11.442,1.0,0.01,0.001
1780897501,-27,11.298,1.0,0.01,0.001
1780897681,-23,11.088,1.0,0.01,0.001078
1780897801,-51,11.118,1.0,0.0111,0.001
1780898341,62,10.78,1.0,0.01,0.001
1780898461,78,10.805,1.0,0.01,0.001233
1780898521,48,10.703,1.0,0.01,0.001084
1780898941,74,10.208,7.73,0.2369,0.094942
1780899961,23,11.755,38.432,4129045.7703,1839261.216917
1780900021,75,12.392,70.809,54812894612858.64,24227715270405.066
1780900261,-37,18.778,163.523,1.2936660383210372e+22,6.385506008482969e+21
1780900381,-27,20.628,95.209,29206583522.2098,9298421261.754171
1780901461,24,12.378,1.0,0.0105,0.001
1780901521,-39,11.968,1.184,0.01,0.001
1780901641,-39,11.523,1.038,0.01,0.001
1780902001,45,11.477,11.274,1.8512,0.839724
1780902121,37,11.518,4.541,0.0376,0.007967
1780902241,18,11.805,6.83,0.1145,0.040765
1780902601,-20,11.602,1.032,0.0119,0.001101
1780903441,16,13.798,22.847,127.3642,58.969249
1780903621,5,15.203,41.412,147873.7589,72393.990218
1780903801,3,16.605,45.18,181702.7186,75377.837226
1780904101,51,17.38,1.658,0.0133,0.0014
1780904521,67,12.36,1.0,0.0115,0.001043
1780904581,-23,11.713,1.179,0.01,0.001
1780904701,-32,10.6,1.0,0.0112,0.001
1780905241,-28,9.95,38.941,150083882.5331,65118179.774451
1780905361,15,10.287,21.157,936.911,448.671746
1780906081,-32,9.41,1.0,0.01,0.001
1780906381,52,9.153,3.722,0.0416,0.011304
1780906441,-44,9.05,8.686,0.3302,0.185873
1780906561,42,9.232,9.277,1.2428,0.548546
1780906801,-23,12.633,106.502,2.281392080524814e+21,1.2043275462366396e+21
1780907101,-58,14.552,1.0,0.0112,0.001083
1780907341,-47,11.988,1.0,0.0117,0.001197
1780907461,65,9.557,1.0,0.01,0.001017
1780907641,28,8.043,1.0,0.01,0.001145
1780909021,61,8.367,1.089,0.0131,0.001375
1780909141,-58,8.312,1.0,0.0121,0.001121
1780909201,15,8.322,1.0,0.01,0.001
1780909621,-12,7.772,1.0,0.01,0.001
1780909801,32,7.765,1.0,0.01,0.001148
1780909921,-13,7.628,1.0,0.0124,0.001236
1780910161,-39,7.652,4.641,0.026,0.007599
1780910401,42,7.803,5.51,0.1783,0.046906
1780910641,-58,8.145,10.315,1.0343,0.45542
1780910761,75,8.3,9.373,2.4419,0.956481
1780911061,-47,8.55,1.775,0.0126,0.001934
1780911121,-9,8.668,1.285,0.0104,0.001469
1780911181,-27,8.732,5.809,0.0476,0.018234
1780911361,-5,8.487,1.0,0.0108,0.001325
1780911721,54,7.66,1.0,0.0105,0.0013
1780911961,-9,7.398,2.373,0.01,0.00213
1780912321,44,7.358,1.0,0.01,0.001153
1780912561,-49,7.377,8.094,0.4594,0.216552
1780913161,-36,8.7,24.344,66747.7296,36333.284463
1780913401,-35,9.305,19.301,541.3002,227.921743
1780913581,50,10.732,33.351,1907959.8024,777814.839203
1780913761,-53,11.368,27.944,4720.7002,1840.253837
1780914361,-29,10.857,1.0,0.01,0.001004
1780914421,79,10.637,1.0,0.01,0.00115
1780914601,-32,10.11,1.0,0.0104,0.001
1780914661,5,9.985,1.0,0.0126,0.001018
1780915021,3,9.69,6.393,0.1133,0.036336
1780915801,-20,11.68,5.133,0.0181,0.004162
1780915861,15,11.937,19.06,74.236,51.923864
1780916941,-40,14.395,1.0,0.01,0.001
1780917181,9,14.147,1.013,0.0118,0.001172
1780917361,-16,14.42,43.394,589200.9457,276258.499749
1780917661,-49,15.872,5.858,0.01,0.002215
1780917841,-2,16.213,7.867,0.045,0.011639
1780918081,61,17.052,30.244,767.9663,330.025714
1780918321,40,17.39,1.543,0.01,0.001
1780918741,51,16.35,1.276,0.0102,0.001
1780918861,-25,15.852,1.394,0.0113,0.001
1780919041,22,14.945,1.0,0.01,0.001
1780919461,1,13.027,1.0,0.01,0.001
1780919641,77,12.597,1.0,0.01,0.001072
1780919761,49,12.25,1.0,0.0109,0.001143
1780919881,44,12.122,1.062,0.01,0.001
1780920001,-12,12.17,1.581,0.01,0.001313
1780920601,-35,12.93,32.666,20190.8811,10647.366575
1780921621,77,14.127,1.0,0.01,0.001
1780921741,40,14.268,16.326,6.9044,2.996697
1780921861,18,16.512,131.384,1.544830481579746e+20,7.003005136686256e+19
1780921981,-2,19.252,144.208,6.011728051127689e+18,2.4482028741160914e+18
1780922161,75,22.315,76.579,39594984.393,15663752.73755
1780922281,67,23.453,1.881,0.0106,0.001
1780922401,15,22.9,1.899,0.0111,0.001
1780922641,-48,18.918,1.429,0.01,0.001004
1780923241,-50,15.415,1.546,0.01,0.00112
1780923901,16,13.86,1.224,0.011,0.001215
1780924321,45,12.615,1.0,0.0101,0.001
1780924501,61,12.082,1.0,0.0101,0.001047
1780924561,-6,12.06,1.159,0.0151,0.001523
1780924981,74,11.227,1.0,0.0109,0.001225
1780925221,-19,11.063,1.0,0.0124,0.001259
1780925701,-54,10.085,1.0,0.0113,0.001
1780925761,31,9.92,1.0,0.013,0.001616
1780926061,-37,8.885,1.0,0.0105,0.00133
1780926541,-51,8.753,1.0,0.01,0.001154
1780926721,65,8.615,1.0,0.01,0.001217
1780926781,-37,8.625,1.0,0.01,0.001191
1780926841,38,8.5,1.0,0.0123,0.001286
1780926961,57,8.418,1.0,0.01,0.00134
1780927141,-20,8.34,1.0,0.01,0.001329
1780927501,24,8.667,4.321,0.0441,0.010257
1780927561,-45,8.647,1.0,0.0107,0.001095
1780928101,-12,7.917,1.0,0.01,0.001
1780928281,22,7.59,1.0,0.01,0.001154
1780928461,61,7.372,1.0,0.01,0.001014
1780928641,-51,7.31,3.243,0.0111,0.003132
1780928881,-39,7.338,1.0,0.01,0.001486
1780929361,12,7.25,1.0,0.01,0.001086
1780929601,-9,8.058,29.829,27116235.8826,14700689.11525
1780929721,-4,8.598,32.362,55840042.8225,15585265.492033
1780929781,-13,8.872,29.8,3785687.7614,1534589.001399
1780929961,48,9.51,1.974,0.0114,0.001839
1780930141,-33,9.047,1.0,0.01,0.001273
1780930501,57,7.882,7.748,0.979,0.448524
1780930681,44,7.738,2.728,0.01,0.002206
1780931281,21,7.392,1.0,0.01,0.001583
1780931821,23,6.465,3.055,0.0134,0.004302
1780932601,27,6.908,9.24,7.1345,4.200534
1780932721,7,7.328,17.698,5292.2506,1987.417858
1780932841,50,7.653,21.784,212920.5479,99858.704602
1780933081,41,7.818,1.0,0.0108,0.001199
1780933681,-51,7.193,4.685,0.0167,0.007237
1780934401,20,8.578,1.0,0.0104,0.0011
1780934581,43,8.623,1.0,0.0124,0.001231
1780934701,-1,8.697,4.957,0.0482,0.017743
1780935001,74,8.915,2.677,0.0147,0.003192
1780935241,5,10.147,26.603,49776.8591,22699.054397
1780935781,2,12.973,1.222,0.01,0.001
1780936441,31,9.355,1.0,0.0115,0.001242
1780936561,46,9.117,1.0,0.0106,0.001102
1780937401,68,11.515,1.005,0.0105,0.001052
1780937821,7,10.773,1.0,0.0133,0.001228
1780938001,79,10.63,1.0,0.01,0.001
1780938661,19,11.227,6.988,0.1117,0.036766
1780938781,39,11.457,1.0,0.0134,0.001604
1780939501,-51,13.635,105.349,1.0322476100820433e+19,6.070909034039699e+18
1780939561,2,14.173,100.412,4.8045709632172826e+17,2.4331196366395766e+17
1780939801,39,15.92,2.949,0.01,0.001455
1780940581,-60,10.312,1.0,0.011,0.001
1780941181,45,9.092,1.0,0.0124,0.001325
1780942321,-31,8.942,1.0,0.014,0.001275
1780942441,54,8.73,1.0,0.0129,0.001318
1780943221,8,8.585,6.464,0.1564,0.067563
1780943581,-52,9.372,4.192,0.01,0.003429
1780943881,56,8.952,1.0,0.0118,0.001195
1780944001,-30,8.553,1.0,0.01,0.001115
1780944841,37,7.57,1.0,0.01,0.00144
1780945081,30,7.008,1.0,0.0119,0.001457
1780945261,55,6.633,1.0,0.01,0.001487
1780945981,74,6.27,1.672,0.01,0.00208
1780946161,31,6.362,8.977,8.4446,4.601956
1780946221,-1,6.438,6.779,0.5608,0.259382
1780947661,66,7.018,2.74,0.0171,0.005069
1780948201,67,8.295,26.84,2535185.6064,931372.722866
1780948741,-29,8.843,1.0,0.0149,0.001755
1780949401,12,6.578,1.0,0.01,0.001141
1780950421,12,6.468,1.0,0.01,0.001458
1780950541,70,6.238,1.0,0.0148,0.001549
1780950841,75,7.798,49.311,1638167486906798.8,749434096557195.1
1780950961,54,8.422,48.33,48834914121777.086,24904634076278.957
1780951441,-58,7.367,1.0,0.0122,0.00173
1780951981,70,6.178,1.0,0.01,0.001254
1780952521,68,5.875,1.0,0.0112,0.001841
1780952581,57,5.9,1.0,0.0133,0.001683
1780952761,64,6.063,7.059,2.4377,1.159928
1780953001,50,6.055,5.241,0.2339,0.137355
1780953481,-5,6.245,1.0,0.0104,0.00121
1780953841,-8,6.045,5.898,0.339,0.153605
1780954021,-60,6.135,9.146,2.6954,1.633622
1780954261,77,6.697,8.258,3.9508,2.225817
1780954501,-29,7.098,12.683,53.6156,29.649357
1780954621,20,7.233,2.584,0.01,0.002022
1780954681,25,7.237,1.0,0.01,0.001067
1780954741,10,7.18,1.0,0.01,0.001061
1780955161,-12,6.573,1.0,0.01,0.001342
1780955281,16,6.5,1.0,0.01,0.001595
1780955821,-7,6.762,5.866,0.185,0.06724
1780955941,79,6.868,6.447,0.5901,0.239817
1780956001,-44,6.917,7.514,0.336,0.176902
1780956181,17,7.01,1.0,0.0102,0.001351
1780956361,-49,7.18,3.124,0.01,0.001857
1780956481,65,7.267,10.99,18.9078,8.095294
1780956661,11,7.162,1.0,0.01,0.001367
1780956721,-4,7.108,1.0,0.0101,0.001324
1780957081,4,5.952,1.0,0.01,0.00146
1780957381,-44,5.385,1.0,0.01,0.00154
1780957501,63,5.463,2.415,0.0137,0.004052
1780957621,23,5.503,5.933,0.6571,0.297411
1780957921,78,5.317,1.0,0.0117,0.001704
1780958041,-55,5.31,1.0,0.014,0.002239
1780958941,-3,5.035,17.094,2147226.9358,1117506.721087
1780959301,50,5.282,1.0,0.0123,0.002113
1780959541,-57,5.237,11.024,108.9863,41.642356
1780959661,9,5.527,20.633,34431871.195,11863078.987275
1780959781,10,5.882,19.8,3105573.1988,1507905.802088
1780960081,2,7.872,57.832,9.047545442313338e+17,2.707243719713048e+17
1780960681,-48,10.235,1.0,0.01,0.001124
1780960921,38,9.013,1.0,0.0101,0.001
1780961161,3,7.973,1.0,0.01,0.001063
1780961341,44,8.623,29.139,7898866.0097,3140735.162253
1780961581,26,9.19,7.395,0.2461,0.109313
1780961821,-26,9.372,1.0,0.01,0.00116
1780962001,19,8.582,1.0,0.01,0.001005
1780962661,-9,6.341,6.325,0.4932,0.215735
1780962721,-33,6.322,7.517,1.0461,0.499557
1781049301,6,6.927,32.638,27519635681.5731,15151209311.42624
1781049661,-38,7.76,18.575,3264.7258,1310.599963
1781050621,1,5.437,1.0,0.0109,0.001441
1781050801,-18,5.43,2.701,0.01,0.002079
1781051221,-21,5.792,1.0,0.0114,0.001471
1781051341,-41,5.687,1.0,0.0101,0.001571
1781051461,-28,5.462,1.0,0.01,0.001478
1781051521,29,5.347,1.0,0.01,0.001759
1781051641,-54,5.097,1.0,0.01,0.00131
1781052661,8,22.928,638.565,4.5297883247944124e+77,2.2985439162500628e+77
1781053141,-30,27.018,2.02,0.0107,0.001
1781053201,-40,20.725,1.301,0.01,0.001
1781053801,42,9.638,1.0,0.01,0.001119
1781054221,1,7.615,1.0,0.01,0.001119
1781054641,15,8.927,78.618,2.0553501916435304e+22,1.043405572223512e+22
1781055181,58,8.5,1.0,0.0105,0.001
1781055361,-38,7.08,8.108,0.7157,0.271413
1781055421,36,7.035,8.592,1.9716,0.989102
1781055661,-58,7.14,4.162,0.01,0.002864
1781055721,55,7.167,1.0,0.01,0.001
1781055781,-22,7.145,1.0,0.0125,0.001132
1781055841,-18,6.957,1.0,0.0101,0.001
1781055961,-1,6.723,1.0,0.01,0.001034
1781056081,22,6.76,3.796,0.0451,0.017475
1781056261,-5,6.677,6.965,0.6298,0.219383
1781056441,13,6.692,1.0,0.0102,0.00114
1781056561,67,6.543,1.0,0.0135,0.001623
1781056921,-35,5.957,1.0,0.01,0.001383
1781056981,11,5.928,1.0,0.0128,0.001897
1781057761,-12,6.745,20.595,341465.2154,122503.110956
1781057941,-7,6.887,1.0,0.01,0.001218
1781058061,-52,6.763,1.0,0.01,0.001331
1781058241,-8,6.4,1.0,0.0101,0.001373
1781058721,60,6.337,17.616,126414.889,59595.119951
1781059141,65,5.88,1.0,0.0102,0.00134
1781059321,32,5.222,1.0,0.0127,0.001801
1781059381,-8,5.107,1.0,0.01,0.001401
1781060881,17,7.787,1.0,0.01,0.001323
1781061301,-32,5.872,1.0,0.01,0.001
1781061661,31,5.01,3.297,0.0336,0.013999
1781062681,60,5.07,10.43,648.8036,283.915893
1781062741,68,5.122,5.605,1.3049,0.531881
1781063161,-13,5.013,1.0,0.0137,0.002275
1781063821,-26,6.453,29.665,4720682335.6132,2176234510.480721
1781064001,76,7.535,29.957,247643152.4951,95757670.385268
1781064421,66,11.125,77.044,8.396410724559766e+16,4.06567125630955e+16
1781064961,76,11.467,1.0,0.01,0.001
1781065381,-40,7.897,1.0,0.01,0.001
1781065801,-24,5.85,1.0,0.01,0.001507
1781066821,-29,5.362,14.891,34824.1746,14799.073219
1781067121,71,5.818,1.136,0.01,0.001311
1781067781,74,8.334,20.265,7342.0157,2888.923639
1781068021,71,10.254,33.818,6044067.8355,3332217.222488
1781068081,-8,10.452,53.759,752287965545.521,344302663917.86694
1781068381,-56,11.395,1.0,0.01,0.001
1781068501,-41,11.08,1.0,0.0108,0.0011
1781068741,24,9.773,1.0,0.01,0.001
1781069341,-5,7.532,1.0,0.01,0.001016
1781069581,-8,6.94,1.0,0.01,0.001311
1781070061,50,6.147,1.0,0.0116,0.001632
1781070241,-51,5.925,1.0,0.01,0.00126
1781070361,77,5.838,1.0,0.01,0.001331
1781072041,-8,6.618,15.22,2684.8476,906.043216
1781073001,76,6.192,1.0,0.01,0.001112
1781073601,-28,6.787,15.854,1603.6134,703.447639
1781073781,46,7.627,21.096,113766.5802,49133.42349
1781073961,75,8.045,8.658,1.3775,0.641282
1781074021,-13,8.19,6.297,0.1367,0.066713
1781074081,77,8.31,1.0,0.0133,0.001
1781074741,34,7.437,1.0,0.01,0.001
1781074981,-41,7.15,1.0,0.0109,0.001107
1781075281,50,6.8,1.0,0.0101,0.001295
1781075461,47,6.513,1.0,0.01,0.001656
1781076481,13,5.455,1.0,0.0101,0.001091
1781076661,-36,5.582,2.096,0.01,0.002952
1781076901,70,5.493,1.0,0.0117,0.001442
1781077141,-35,5.733,9.552,20.9225,8.491582
1781077261,-35,5.827,10.377,40.366,19.055055
1781077561,70,6.09,1.0,0.0109,0.001
1781077741,-20,5.735,1.0,0.0122,0.001783
1781077801,26,5.597,1.0,0.01,0.001102
1781079721,37,5.032,3.223,0.0538,0.022088
1781079961,42,5.272,1.0,0.0106,0.001394
1781080081,-21,5.387,7.26,2.2336,1.104112
1781080201,-11,5.738,17.378,244151.7841,126596.822111
1781080321,-46,6.038,16.619,19772.3774,7928.968732
1781080621,-44,6.168,1.0,0.01,0.00116
1781080801,29,5.777,1.0,0.0144,0.001627
1781081041,-26,5.34,1.0,0.0112,0.001454
1781081101,-28,5.245,1.0,0.01,0.001663
1781081401,34,5.017,2.909,0.0321,0.010149
1781082001,-5,5.605,9.534,35.4264,17.173237
1781082241,-12,5.842,1.0,0.01,0.001222
1781082421,-35,5.897,3.519,0.017,0.007015
1781082781,53,5.802,1.0,0.0136,0.00185
1781083081,-17,5.277,1.0,0.01,0.001584
1781084881,74,5.105,5.313,0.3084,0.090829
1781085421,48,5.208,1.0,0.011,0.001412
1781087701,-37,5.223,1.0,0.0106,0.001438
1781090161,-30,5.107,1.0,0.012,0.001747
1781090461,38,5.043,1.0,0.01,0.001842
1781090821,55,5.012,3.777,0.0946,0.03565
1781091601,3,5.145,1.0,0.011,0.001261
1781091721,-15,5.137,2.604,0.0105,0.00386
1781092441,-38,5.06,1.0,0.0115,0.001905
1781092681,35,5.168,2.029,0.01,0.00253
1781092921,2,5.142,1.0,0.01,0.001686
1781092981,-14,5.18,1.0,0.0115,0.002141
1781095921,75,8.648,60.672,1.966523266041891e+17,9.150383913505662e+16
1781096101,-44,9.528,1.0,0.01,0.001083
1781096161,-13,9.445,1.0,0.0115,0.00139
1781096401,-9,7.787,1.0,0.01,0.00118
1781096761,78,5.735,1.0,0.0135,0.001804
1781096821,70,5.543,1.0,0.01,0.001234
1781097181,50,6.132,39.97,6931295816572589.0,3002231621590128.5
1781097301,79,9.572,177.831,3.5741311094047514e+50,1.7602909554019488e+50
1781097421,14,15.757,315.085,4.905800283614302e+54,2.533134976545335e+54
1781097901,70,25.807,2.287,0.0133,0.001209
1781098021,-26,21.418,1.703,0.0104,0.001048
1781098381,71,12.215,1.0,0.01,0.001
1781098861,40,7.505,1.0,0.0143,0.001763
1781099521,62,6.373,1.0,0.01,0.001193
1781100181,-27,5.457,1.0,0.01,0.001478
1781100361,-55,5.358,1.0,0.01,0.001661
1781100481,6,5.237,1.0,0.0121,0.001604
1781100541,15,5.24,1.0,0.01,0.001567
1781100601,73,5.203,1.0,0.01,0.001031
1781100781,45,5.118,1.0,0.01,0.001568
1781102041,74,5.23,1.0,0.01,0.001351
1781102281,-36,5.21,1.811,0.01,0.001748
1781102341,-33,5.16,1.0,0.0116,0.001607
1781103181,73,7.347,29.675,455344062.342,230339595.588995
1781103781,-56,7.682,1.0,0.0113,0.001153
1781103841,-21,7.707,1.0,0.0128,0.001954
1781104081,67,7.56,2.398,0.0127,0.0022
1781104141,78,7.583,5.082,0.1454,0.055256
1781104261,46,7.682,5.366,0.1329,0.052151
1781104441,-27,7.913,9.291,1.2087,0.52151
1781104801,29,8.657,16.488,413.3106,164.42826
1781104981,-33,9.722,44.954,11024772709.0661,5717885676.060802
1781105221,65,11.707,45.054,229080965.6558,83225321.702228
1781105341,-51,12.545,28.719,1080.0936,555.090913
1781106421,60,11.322,6.932,0.1185,0.046911
1781106661,-35,11.833,21.71,157.6889,55.594478
1781107081,72,13.758,32.407,13667.0555,6937.148319
1781107321,1,14.995,28.487,677.8907,233.828337
1781107441,69,14.918,1.417,0.01,0.001143
1781107561,2,14.403,1.278,0.0129,0.001149
1781107801,51,12.485,1.161,0.01,0.001
1781107921,37,11.453,1.114,0.01,0.001
1781108161,-52,10.58,1.0,0.01,0.001
1781108521,16,9.943,1.0,0.0126,0.001681
1781108761,-19,9.485,1.0,0.0124,0.00126
1781109001,73,8.842,1.0,0.0108,0.001095
1781109061,-27,8.793,1.0,0.01,0.001027
1781109901,37,8.128,1.0,0.0129,0.001427
1781110381,36,7.748,1.0,0.0139,0.001424
1781110441,-47,7.802,1.0,0.0125,0.001929
1781110621,62,7.592,1.0,0.0109,0.001225
1781110741,39,7.477,1.0,0.0125,0.001206
1781110981,38,7.48,1.609,0.01,0.001325
1781112061,12,7.125,1.0,0.0124,0.00153
1781112241,32,6.535,1.0,0.01,0.001024
1781112841,-58,5.818,1.0,0.01,0.001484
1781113081,64,5.823,5.471,0.5349,0.259683
1781113261,12,5.952,1.012,0.01,0.001631
1781113381,43,6.043,2.939,0.0254,0.00771
1781113441,21,6.065,3.239,0.0278,0.008321
1781113921,64,6.215,5.637,0.3624,0.166218
1781114341,60,6.573,3.93,0.0661,0.026695
1781114761,-56,6.727,2.656,0.01,0.002564
1781115061,24,6.853,7.32,1.1846,0.506598
1781115241,-54,6.937,1.0,0.012,0.001406
1781115601,45,6.148,1.0,0.0112,0.001529
1781115961,-51,5.493,1.0,0.0147,0.001811
1781116381,-29,5.105,2.985,0.0152,0.005714
1781116561,63,5.288,6.421,3.0845,1.489178
1781116741,0,5.393,3.674,0.0495,0.018981
1781116801,-17,5.382,1.102,0.01,0.001665
1781116861,-5,5.345,1.0,0.01,0.001632
1781124961,-28,5.223,1.867,0.01,0.001863
1781125141,-47,5.22,1.0,0.0118,0.001397
1781125381,35,5.257,1.0,0.01,0.001559
1781125621,37,5.008,1.0,0.0134,0.002448
1781129161,7,6.368,38.303,97133995166698.62,50617476306832.43
1781129221,-42,6.667,27.299,123848389.3334,49807918.974316
1781129341,61,7.048,22.747,2101040.4481,1119394.765446
1781130121,-33,5.133,1.0,0.01,0.001502
1781131261,-18,7.835,1.0,0.01,0.001133
1781131321,-41,7.818,1.0,0.0125,0.001352
1781131441,-10,7.075,1.0,0.01,0.001161
1781131801,68,5.992,1.0,0.0123,0.001457
1781132101,57,5.745,1.0,0.0108,0.001266
1781132641,67,5.663,8.177,13.5344,4.481537
1781133301,-18,7.357,23.378,626132.6274,299392.414917
1781133421,51,8.032,35.222,7934496571.4902,3611063635.598563
1781133781,-13,10.952,42.702,137183692.4285,61785593.174096
1781133901,-54,12.707,68.265,1612437992137.3022,751968233329.0708
1781134381,-30,37.428,539.748,1.0219494759840693e+39,4.67302543901571e+38
1781134561,76,67.008,1063.037,8.785914480622689e+43,3.381013760044168e+43
1781134861,7,139.213,1345.482,2.47735670816735e+26,9.117174156362734e+25
1781134981,37,167.908,1176.69,1.0588927260810922e+19,4.751421816519371e+18
1781135281,21,222.692,514.157,391590.8802,154937.128038
1781135401,79,235.25,496.299,231469.534,109649.086868
1781135461,41,240.189,439.551,33660.779,15148.092376
1781135761,31,251.815,29.786,0.466,0.056906
1781136181,61,240.58,19.595,0.2906,0.022721
1781136421,48,235.947,17.503,0.3822,0.036861
1781136481,34,236.232,53.345,0.7762,0.151317
1781136601,-23,236.777,82.68,0.474,0.10721
1781136781,37,238.628,77.739,1.1451,0.279198
1781137141,13,239.603,22.163,0.1996,0.020875
1781137321,-42,238.018,20.552,0.0821,0.008157
1781137621,3,231.942,17.16,0.2245,0.014974
1781137681,-59,230.293,17.335,0.045,0.002935
1781137921,-52,225.617,19.769,0.0488,0.003412
1781138521,-20,207.063,18.063,0.1457,0.017247
1781139481,-6,137.663,12.661,0.1135,0.008242
1781141101,45,72.205,6.689,0.0878,0.009887
1781141161,50,71.007,5.81,0.0396,0.003398
1781141701,-14,59.29,4.642,0.0227,0.001995
